report_date_as_yyyy_mm_dd,market_and_exchange_names,open_interest_all,lev_money_positions_long,lev_money_positions_short,lev_money_positions_spread,lev_net_position
2019-03-12,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,620260,43686,70626,34384,-26940
2019-03-12,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,44329,9400,1884,321,7516
2019-03-12,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,88635,12390,0,300,12390
2019-03-12,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2879657,215864,388143,125878,-172279
2019-03-19,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,20316,4556,615,0,3941
2019-03-19,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2498540,196647,399911,36375,-203264
2019-03-19,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,520024,40446,77158,10714,-36712
2019-03-19,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,88961,12810,0,300,12810
2019-03-26,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,25217,4588,732,0,3856
2019-03-26,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2504206,220875,363443,31930,-142568
2019-03-26,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,526058,45050,69708,10099,-24658
2019-03-26,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,90930,11412,0,300,11412
2019-04-02,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,533116,43609,76874,10523,-33265
2019-04-02,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,93308,12426,0,300,12426
2019-04-02,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2527763,213888,391808,35495,-177920
2019-04-02,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,27563,3456,1137,800,2319
2019-04-09,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,28444,7409,1962,5,5447
2019-04-09,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,540171,45296,77523,13387,-32227
2019-04-09,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,97981,12651,0,300,12651
2019-04-09,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2558637,223731,412101,32615,-188370
2019-04-16,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,101270,12651,0,300,12651
2019-04-16,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,34813,8223,4216,0,4007
2019-04-16,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,559143,46949,80545,16096,-33596
2019-04-16,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2621649,237792,425806,36322,-188014
2019-04-23,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,575717,51407,75699,20474,-24292
2019-04-23,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,101334,12151,0,300,12151
2019-04-23,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2682940,277345,410109,41085,-132764
2019-04-23,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,39129,8195,5935,0,2260
2019-04-30,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,571216,49586,67011,19830,-17425
2019-04-30,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,101653,12352,0,100,12352
2019-04-30,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2638914,261788,347531,43022,-85743
2019-04-30,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,43433,8054,8330,400,-276
2019-05-07,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,568612,48261,65288,19430,-17027
2019-05-07,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,104161,12452,0,100,12452
2019-05-07,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2642843,267684,332686,44893,-65002
2019-05-07,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,40043,4622,8649,554,-4027
2019-05-14,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,571543,48584,74155,18979,-25571
2019-05-14,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,107155,12452,0,140,12452
2019-05-14,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2660327,260831,372226,44144,-111395
2019-05-14,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,39478,6038,9330,530,-3292
2019-05-21,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,108178,12483,0,188,12483
2019-05-21,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2653510,250653,374269,52910,-123616
2019-05-21,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,41141,5723,9549,959,-3826
2019-05-21,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,571843,46476,75025,20919,-28549
2019-05-28,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,108167,12894,0,235,12894
2019-05-28,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,581858,50619,74346,22940,-23727
2019-05-28,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,42690,6592,10343,480,-3751
2019-05-28,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2695841,275724,375607,56709,-99883
2019-06-04,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,109996,13386,500,267,12886
2019-06-04,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2714128,309488,378037,58276,-68549
2019-06-04,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,581678,60620,74944,21137,-14324
2019-06-04,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,38852,7569,8184,635,-615
2019-06-11,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,111767,13486,1500,267,11986
2019-06-11,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,586932,46737,84176,20249,-37439
2019-06-11,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2730040,225209,415710,60919,-190501
2019-06-11,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,40924,9731,9070,29,661
2019-06-18,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,663913,45931,88833,36320,-42902
2019-06-18,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,114113,13436,1500,299,11936
2019-06-18,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,50711,11358,10084,159,1274
2019-06-18,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3066008,211185,432061,142486,-220876
2019-06-25,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2467541,154791,402835,41993,-248044
2019-06-25,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,516250,31292,77703,12654,-46411
2019-06-25,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,121672,13736,1500,299,12236
2019-06-25,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,22742,4589,1391,0,3198
2019-07-02,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2545506,181371,430659,42887,-249288
2019-07-02,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,23320,874,2097,0,-1223
2019-07-02,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,532421,35799,86879,9927,-51080
2019-07-02,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,119897,14597,1500,306,13097
2019-07-09,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,538672,32616,86826,9268,-54210
2019-07-09,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,119687,16347,1000,306,15347
2019-07-09,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2566398,165988,439264,33162,-273276
2019-07-09,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,25392,2054,1609,0,445
2019-07-16,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,556903,35293,88757,10426,-53464
2019-07-16,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2641285,175453,446425,37278,-270972
2019-07-16,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,28646,3172,2442,0,730
2019-07-16,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,120270,16347,1000,306,15347
2019-07-23,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,120350,16810,1000,306,15810
2019-07-23,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2639816,188862,402643,34690,-213781
2019-07-23,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,29641,3667,2513,0,1154
2019-07-23,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,557604,36889,78492,11488,-41603
2019-07-30,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,558588,35741,78711,12514,-42970
2019-07-30,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,120938,15910,1000,306,14910
2019-07-30,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2641389,183033,402720,38394,-219687
2019-07-30,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,30310,3892,2925,77,967
2019-08-06,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,549032,33469,67264,18459,-33795
2019-08-06,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,118827,14614,500,306,14114
2019-08-06,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2602448,176295,348678,56678,-172383
2019-08-06,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,28542,5011,4329,322,682
2019-08-13,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,541120,25064,73819,17232,-48755
2019-08-13,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2555212,125150,376611,59273,-251461
2019-08-13,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,30078,5381,3844,30,1537
2019-08-13,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,118797,15322,0,306,15322
2019-08-20,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,546962,26577,66877,18554,-40300
2019-08-20,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,116556,15862,0,306,15862
2019-08-20,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2576472,132157,341015,65078,-208858
2019-08-20,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,31668,5243,3771,441,1472
2019-08-27,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2601022,134708,373167,70034,-238459
2019-08-27,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,34608,5837,5256,369,581
2019-08-27,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,554812,25481,72592,21673,-47111
2019-08-27,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,117277,16200,0,306,16200
2019-09-03,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,37560,8012,6943,333,1069
2019-09-03,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2619124,138775,413838,64542,-275063
2019-09-03,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,118074,16280,0,306,16280
2019-09-03,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,561385,24887,78831,24121,-53944
2019-09-10,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2733454,159922,446904,59041,-286982
2019-09-10,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,36305,9683,6076,628,3607
2019-09-10,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,582996,31310,85100,22793,-53790
2019-09-10,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,115374,16279,0,306,16279
2019-09-17,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,632829,36232,78482,35768,-42250
2019-09-17,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,116185,16279,0,306,16279
2019-09-17,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,39319,11755,5656,35,6099
2019-09-17,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2967550,180831,422575,120218,-241744
2019-09-24,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,512020,28749,67248,9695,-38499
2019-09-24,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2478195,145953,340491,37185,-194538
2019-09-24,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,115590,16779,0,306,16779
2019-10-01,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,19681,409,4182,200,-3773
2019-10-01,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,515140,26514,63371,11357,-36857
2019-10-01,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,117202,17877,500,366,17377
2019-10-01,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2477294,146148,311572,40161,-165424
2019-10-08,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,115699,18987,750,166,18237
2019-10-08,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,19659,67,4888,692,-4821
2019-10-08,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2491160,168068,297587,41071,-129519
2019-10-08,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,517891,30796,61520,11791,-30724
2019-10-15,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2527826,165985,363899,41160,-197914
2019-10-15,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,21082,755,5525,400,-4770
2019-10-15,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,526647,29818,74171,12766,-44353
2019-10-15,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,114426,19537,500,166,19037
2019-10-22,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2533853,174099,388379,47721,-214280
2019-10-22,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,113390,19647,99,167,19548
2019-10-22,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,527802,32815,78223,13727,-45408
2019-10-22,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,21031,1378,3930,800,-2552
2019-10-29,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,546562,34185,84076,13707,-49891
2019-10-29,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2626285,182993,413741,51601,-230748
2019-10-29,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,116780,20098,124,167,19974
2019-10-29,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,21305,773,4514,200,-3741
2019-11-05,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,120740,21496,0,170,21496
2019-11-05,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2677630,185344,464135,59658,-278791
2019-11-05,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,22769,1838,1685,800,153
2019-11-05,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,558295,36978,92583,14661,-55605
2019-11-12,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,121208,21879,0,180,21879
2019-11-12,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2750302,183592,468230,62633,-284638
2019-11-12,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,24364,1491,1429,0,62
2019-11-12,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,574424,36393,93259,14343,-56866
2019-11-19,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,27151,2930,2394,116,536
2019-11-19,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2794058,182996,473723,74921,-290727
2019-11-19,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,585963,36385,93995,18244,-57610
2019-11-19,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,121946,19854,0,172,19854
2019-11-26,S&P 500 TOTAL RETURN INDEX - CHICAGO MERCANTILE EXCHANGE,271022,0,0,0,0
2019-11-26,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,28188,2890,2374,499,516
2019-11-26,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,605622,40275,99483,16314,-59208
2019-11-26,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,126844,18656,0,164,18656
2019-11-26,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2887170,206491,505108,59510,-298617
2019-12-03,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2893602,213452,441793,56211,-228341
2019-12-03,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,27843,2146,3602,1099,-1456
2019-12-03,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,606563,41582,88706,15596,-47124
2019-12-03,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,129750,21130,0,181,21130
2019-12-10,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,29371,4017,6575,16,-2558
2019-12-10,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2963845,219011,450392,64396,-231381
2019-12-10,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,622140,42284,91118,18431,-48834
2019-12-10,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,128356,21458,0,166,21458
2019-12-17,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,130227,22923,0,171,22923
2019-12-17,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3199738,302347,479155,116070,-176808
2019-12-17,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,675130,59826,95300,31473,-35474
2019-12-17,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,35182,6060,6172,1556,-112
2019-12-24,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2716155,262305,471911,28395,-209606
2019-12-24,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,556980,51703,93638,8137,-41935
2019-12-24,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,79546,20525,0,174,20525
2019-12-31,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2720284,293349,482680,33818,-189331
2019-12-31,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,566928,55482,95886,12018,-40404
2019-12-31,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,22871,2066,4604,0,-2538
2019-12-31,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,80536,20870,0,184,20870
2020-01-07,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,77755,22351,0,188,22351
2020-01-07,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2709583,306634,496926,33576,-190292
2020-01-07,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,567613,57404,98263,13739,-40859
2020-01-07,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,25696,3016,5817,85,-2801
2020-01-14,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2703002,263419,499376,41556,-235957
2020-01-14,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,568311,51551,97232,14076,-45681
2020-01-14,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,27711,4072,2562,560,1510
2020-01-14,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,76995,21466,0,203,21466
2020-01-21,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2772927,277495,535211,45645,-257716
2020-01-21,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,33303,6832,3689,78,3143
2020-01-21,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,83360,26705,0,218,26705
2020-01-21,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,587888,54282,102683,17256,-48401
2020-01-28,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,35021,6928,4048,325,2880
2020-01-28,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2741743,274379,503260,34630,-228881
2020-01-28,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,88271,29604,0,136,29604
2020-01-28,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,583370,54451,97347,14604,-42896
2020-02-04,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,91360,32490,0,89,32490
2020-02-04,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,575449,49548,92616,16369,-43068
2020-02-04,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,35960,6854,6026,162,828
2020-02-04,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2697443,260162,479644,34344,-219482
2020-02-11,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2779131,264185,547817,42804,-283632
2020-02-11,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,98445,37923,500,89,37423
2020-02-11,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,596376,50960,105232,21209,-54272
2020-02-11,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,40550,10250,7796,521,2454
2020-02-18,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2839347,273619,515497,46472,-241878
2020-02-18,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,102977,39377,0,389,39377
2020-02-18,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,607316,54175,97899,21601,-43724
2020-02-18,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,39447,11536,6885,222,4651
2020-02-25,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,617822,55864,75412,32335,-19548
2020-02-25,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,125228,46599,0,1876,46599
2020-02-25,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2843780,285840,409533,76709,-123693
2020-02-25,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,49066,15244,10053,445,5191
2020-03-03,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3065867,334113,465209,73930,-131096
2020-03-03,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,687840,72181,82368,38480,-10187
2020-03-03,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,74667,28689,12657,363,16032
2020-03-03,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,137717,56105,0,1926,56105
2020-03-10,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3438566,305518,491967,105825,-186449
2020-03-10,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,783449,67424,88067,45972,-20643
2020-03-10,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,143682,60458,73,1953,60385
2020-03-10,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,95736,30862,14216,265,16646
2020-03-17,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,113904,39064,15516,861,23548
2020-03-17,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,1024737,88854,80491,86922,8363
2020-03-17,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,140538,55671,1791,1844,53880
2020-03-17,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,4554164,400187,476113,279069,-75926
2020-03-24,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,695310,70469,71229,12362,-760
2020-03-24,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,146097,56038,622,1278,55416
2020-03-24,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3320161,361870,365316,41277,-3446
2020-03-31,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,145118,60888,615,1307,60273
2020-03-31,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3439568,354469,479889,41676,-125420
2020-03-31,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,66169,9689,8923,0,766
2020-03-31,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,754083,65520,89838,23398,-24318
2020-04-07,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,772134,63826,90294,26645,-26468
2020-04-07,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,82630,15304,7207,900,8097
2020-04-07,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,149989,74005,1,1365,74004
2020-04-07,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3447518,312571,485395,58767,-172824
2020-04-14,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,777289,58684,105318,29378,-46634
2020-04-14,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,90437,20550,10750,0,9800
